,price
14940,1701
14941,878
14942,18364
14943,3074
14944,5621
14945,732
14946,4244
14947,4580
14948,12261
14949,1819
14950,772
14951,3731
14952,1572
14953,3350
14954,774
14955,1793
14956,4027
14957,497
14958,928
14959,447
14960,6713
14961,544
14962,859
14963,5852
14964,3697
14965,2482
14966,802
14967,5242
14968,1298
14969,4405
14970,10145
14971,5868
14972,9107
14973,7364
14974,465
14975,2496
14976,6169
14977,5096
14978,614
14979,984
14980,4912
14981,4196
14982,4052
14983,2220
14984,5760
14985,10302
14986,480
14987,500
14988,3262
14989,1016
14990,10826
14991,4909
14992,8442
14993,11405
14994,7956
14995,1855
14996,15364
14997,5257
14998,1013
14999,15984
15000,3811
15001,1993
15002,6796
15003,844
15004,5746
15005,5362
15006,745
15007,666
15008,10443
15009,5884
15010,17068
15011,4670
15012,4092
15013,1063
15014,1939
15015,2765
15016,4560
15017,605
15018,4991
15019,2262
15020,544
15021,1331
15022,7786
15023,589
15024,6877
15025,3705
15026,4078
15027,3127
15028,7336
15029,7186
15030,14975
15031,722
15032,4645
15033,1791
15034,6773
15035,442
15036,1076
15037,7275
15038,625
15039,2088
15040,689
15041,2619
15042,18656
15043,11846
15044,641
15045,16575
15046,408
15047,506
15048,3041
15049,13163
15050,1116
15051,540
15052,3717
15053,6177
15054,1904
15055,1949
15056,10618
15057,4437
15058,1046
15059,4499
15060,4415
15061,473
15062,4029
15063,1799
15064,5444
15065,3763
15066,13001
15067,2721
15068,1273
15069,4274
15070,1993
15071,1974
15072,657
15073,1041
15074,2590
15075,12100
15076,4844
15077,17816
15078,625
15079,6268
15080,687
15081,2727
15082,1337
15083,4425
15084,8456
15085,689
15086,2297
15087,17975
15088,3405
15089,4406
15090,2030
15091,4368
15092,800
15093,6416
15094,1622
15095,761
15096,9519
15097,675
15098,7722
15099,2628
15100,4036
15101,854
15102,1931
15103,998
15104,3363
15105,1000
15106,3290
15107,2333
15108,462
15109,709
15110,2368
15111,722
15112,969
15113,557
15114,605
15115,6801
15116,5292
15117,5671
15118,816
15119,7887
15120,2787
15121,18561
15122,1043
15123,6055
15124,558
15125,2153
15126,1241
15127,3634
15128,2896
15129,5161
15130,3380
15131,730
15132,16337
15133,4316
15134,2862
15135,7308
15136,3669
15137,3481
15138,1593
15139,1333
15140,914
15141,3131
15142,684
15143,2136
15144,1357
15145,628
15146,6564
15147,3180
15148,3662
15149,1561
15150,956
15151,2624
15152,955
15153,2030
15154,4381
15155,684
15156,4246
15157,1094
15158,16570
15159,620
15160,9521
15161,1195
15162,720
15163,1656
15164,3564
15165,11352
15166,4514
15167,16472
15168,840
15169,6183
15170,576
15171,6908
15172,6860
15173,2215
15174,14334
15175,1179
15176,689
15177,2673
15178,4022
15179,1356
15180,573
15181,7175
15182,675
15183,491
15184,7465
15185,2006
15186,2615
15187,5046
15188,1634
15189,9457
15190,2090
15191,526
15192,4221
15193,4649
15194,3057
15195,1915
15196,1419
15197,4702
15198,5363
15199,3879
15200,1203
15201,2858
15202,854
15203,12787
15204,4152
15205,1882
15206,3185
15207,3951
15208,5152
15209,11912
15210,1155
15211,2313
15212,388
15213,1220
15214,4356
15215,3502
15216,5951
15217,1389
15218,706
15219,1859
15220,10819
15221,5358
15222,698
15223,850
15224,1967
15225,2862
15226,6753
15227,733
15228,9273
15229,949
15230,4312
15231,625
15232,828
15233,1599
15234,16149
15235,6621
15236,605
15237,1781
15238,1779
15239,788
15240,3711
15241,13182
15242,18784
15243,15957
15244,10003
15245,10962
15246,4659
15247,9391
15248,4916
15249,918
15250,4289
15251,2515
15252,18279
15253,9068
15254,1044
15255,663
15256,851
15257,3204
15258,4719
15259,3024
15260,402
15261,789
15262,5998
15263,707
15264,7695
15265,2218
15266,4766
15267,14623
15268,972
15269,489
15270,1593
15271,6654
15272,3956
15273,5376
15274,12545
15275,884
15276,4134
15277,741
15278,2066
15279,8457
15280,1169
15281,6128
15282,703
15283,4591
15284,18682
15285,1242
15286,747
15287,4054
15288,7495
15289,3704
15290,2083
15291,2337
15292,3164
15293,5240
15294,5053
15295,680
15296,5063
15297,2498
15298,1911
15299,4795
15300,14476
15301,684
15302,16241
15303,14424
15304,1906
15305,2826
15306,13495
15307,764
15308,2206
15309,15804
15310,802
15311,16389
15312,2060
15313,7129
15314,3058
15315,1738
15316,5989
15317,8419
15318,2493
15319,1071
15320,1056
15321,2334
15322,639
15323,13329
15324,5192
15325,2167
15326,4937
15327,9621
15328,1353
15329,1240
15330,1115
15331,680
15332,4811
15333,1694
15334,589
15335,523
15336,1147
15337,15465
15338,2239
15339,4468
15340,1401
15341,1772
15342,5756
15343,957
15344,5199
15345,10428
15346,5595
15347,2030
15348,15132
15349,2376
15350,633
15351,13340
15352,928
15353,886
15354,3330
15355,1062
15356,4824
15357,2795
15358,1721
15359,2484
15360,3982
15361,819
15362,14766
15363,2325
15364,2479
15365,700
15366,9090
15367,5235
15368,5650
15369,6021
15370,14961
15371,5124
15372,726
15373,3723
15374,1963
15375,4385
15376,1838
15377,14489
15378,11924
15379,968
15380,10497
15381,4260
15382,1729
15383,7677
15384,6290
15385,2462
15386,631
15387,737
15388,3183
15389,3871
15390,1593
15391,1040
15392,7131
15393,1372
15394,6539
15395,675
15396,1235
15397,7002
15398,599
15399,828
15400,1833
15401,2946
15402,473
15403,8969
15404,556
15405,1295
15406,2860
15407,3830
15408,3431
15409,3005
15410,3780
15411,1333
15412,1105
15413,4451
15414,2475
15415,3681
15416,1412
15417,1125
15418,886
15419,13968
15420,10622
15421,742
15422,2326
15423,1698
15424,3537
15425,854
15426,858
15427,12587
15428,1752
15429,882
15430,491
15431,1777
15432,2343
15433,863
15434,2984
15435,2511
15436,6239
15437,1140
15438,2921
15439,1934
15440,2633
15441,710
15442,1676
15443,10321
15444,4975
15445,454
15446,13009
15447,1369
15448,4092
15449,1125
15450,1331
15451,1690
15452,7260
15453,3889
15454,4779
15455,13097
15456,1150
15457,720
15458,3780
15459,1732
15460,5949
15461,3574
15462,2294
15463,1063
15464,15249
15465,7302
15466,3170
15467,513
15468,2744
15469,15258
15470,648
15471,1125
15472,1086
15473,5560
15474,1847
15475,740
15476,1088
15477,4229
15478,756
15479,669
15480,10362
15481,1781
15482,646
15483,755
15484,855
15485,4313
15486,730
15487,13360
15488,5984
15489,574
15490,6532
15491,6221
15492,1996
15493,4556
15494,1343
15495,16239
15496,464
15497,2455
15498,613
15499,3964
15500,851
15501,4953
15502,5292
15503,3682
15504,4368
15505,2733
15506,478
15507,502
15508,421
15509,1970
15510,507
15511,1064
15512,6525
15513,478
15514,2353
15515,13110
15516,4656
15517,3492
15518,2071
15519,802
15520,1349
15521,619
15522,539
15523,526
15524,2390
15525,939
15526,2309
15527,525
15528,945
15529,14529
15530,758
15531,1815
15532,6076
15533,505
15534,573
15535,898
15536,684
15537,7706
15538,5385
15539,1052
15540,487
15541,6708
15542,680
15543,2669
15544,11036
15545,871
15546,2383
15547,4478
15548,412
15549,521
15550,1188
15551,666
15552,833
15553,3080
15554,4015
15555,2617
15556,15467
15557,18431
15558,988
15559,556
15560,2386
15561,3348
15562,3030
15563,4562
15564,5751
15565,1044
15566,1980
15567,6223
15568,10438
15569,720
15570,809
15571,8782
15572,10033
15573,6069
15574,1076
15575,999
15576,7810
15577,10933
15578,2125
15579,3103
15580,6133
15581,2966
15582,4519
15583,814
15584,2332
15585,9901
15586,9035
15587,9116
15588,1079
15589,1055
15590,1664
15591,1013
15592,6487
15593,2401
15594,3153
15595,3179
15596,4395
15597,11417
15598,1966
15599,8371
15600,3802
15601,2295
15602,706
15603,625
15604,3975
15605,13768
15606,6532
15607,698
15608,975
15609,618
15610,4724
15611,729
15612,427
15613,2856
15614,7741
15615,1358
15616,1046
15617,4996
15618,2180
15619,718
15620,8955
15621,8835
15622,515
15623,14799
15624,550
15625,959
15626,9968
15627,4724
15628,2995
15629,8633
15630,612
15631,8842
15632,6533
15633,4426
15634,7697
15635,827
15636,1043
15637,1758
15638,2266
15639,7179
15640,420
15641,1400
15642,1572
15643,2386
15644,885
15645,14368
15646,13752
15647,4054
15648,1044
15649,802
15650,14234
15651,1402
15652,8555
15653,16842
15654,7910
15655,1005
15656,14925
15657,8316
15658,4290
15659,3319
15660,5461
15661,4071
15662,498
15663,2528
15664,684
15665,2123
15666,2507
15667,1822
15668,2781
15669,642
15670,6981
15671,596
15672,15366
15673,5174
15674,2269
15675,787
15676,827
15677,3884
15678,1239
15679,1852
15680,3852
15681,597
15682,665
15683,2438
15684,3105
15685,1546
15686,3585
15687,3399
15688,573
15689,3281
15690,6608
15691,442
15692,1842
15693,963
15694,3438
15695,3057
15696,1580
15697,4812
15698,4327
15699,11722
15700,12943
15701,1125
15702,10775
15703,2394
15704,1695
15705,2367
15706,3615
15707,3107
15708,9344
15709,3748
15710,2075
15711,7783
15712,1681
15713,3990
15714,6344
15715,810
15716,8769
15717,814
15718,5067
15719,949
15720,6742
15721,702
15722,18440
15723,1083
15724,3419
15725,1819
15726,5294
15727,17408
15728,1815
15729,13109
15730,8981
15731,17062
15732,4140
15733,1312
15734,1269
15735,3075
15736,873
15737,576
15738,5775
15739,1978
15740,11956
15741,1722
15742,967
15743,5880
15744,788
15745,641
15746,16787
15747,1254
15748,569
15749,2334
15750,3787
15751,4064
15752,2679
15753,854
15754,669
15755,12765
15756,1577
15757,2012
15758,6295
15759,658
15760,1446
15761,3759
15762,4667
15763,1766
15764,1808
15765,4101
15766,1694
15767,13134
15768,1124
15769,5260
15770,438
15771,934
15772,5606
15773,813
15774,1818
15775,16506
15776,10078
15777,1286
15778,2165
15779,586
15780,5831
15781,2777
15782,5252
15783,4197
15784,2946
15785,4452
15786,1896
15787,8377
15788,2317
15789,1231
15790,2608
15791,17068
15792,1407
15793,945
15794,1675
15795,729
15796,9234
15797,979
15798,16080
15799,3107
15800,5921
15801,467
15802,2197
15803,15404
15804,4318
15805,1728
15806,687
15807,4764
15808,957
15809,695
15810,614
15811,645
15812,936
15813,6636
15814,7473
15815,626
15816,1436
15817,2036
15818,965
15819,2493
15820,6463
15821,9658
15822,1930
15823,3015
15824,1624
15825,854
15826,2447
15827,824
15828,1616
15829,4136
15830,16112
15831,2578
15832,14308
15833,1579
15834,4497
15835,1095
15836,535
15837,1015
15838,558
15839,10053
15840,1698
15841,2562
15842,11848
15843,2783
15844,11263
15845,942
15846,694
15847,1018
15848,3205
15849,11840
15850,558
15851,9116
15852,521
15853,2306
15854,1041
15855,499
15856,2670
15857,1041
15858,7283
15859,1898
15860,552
15861,1901
15862,802
15863,2703
15864,6670
15865,874
15866,14662
15867,2676
15868,1613
15869,5438
15870,4606
15871,5822
15872,7553
15873,6207
15874,2514
15875,662
15876,8550
15877,2340
15878,11400
15879,1966
15880,5516
15881,4751
15882,6350
15883,2306
15884,2999
15885,2485
15886,2557
15887,478
15888,10656
15889,3309
15890,487
15891,4223
15892,6773
15893,1438
15894,4978
15895,1743
15896,17747
15897,8637
15898,17254
15899,10874
15900,2522
15901,921
15902,959
15903,666
15904,4281
15905,5919
15906,13557
15907,421
15908,4688
15909,713
15910,9698
15911,5141
15912,1323
15913,802
15914,13453
15915,10668
15916,4755
15917,1084
15918,4760
15919,1436
15920,1733
15921,2399
15922,4350
15923,759
15924,489
15925,7235
15926,15485
15927,1007
15928,8112
15929,3501
15930,2801
15931,2518
15932,2562
15933,3501
15934,1181
15935,1050
15936,1710
15937,10350
15938,2362
15939,473
15940,5080
15941,8654
15942,723
15943,15814
15944,5204
15945,2674
15946,6387
15947,1183
15948,5261
15949,4032
15950,583
15951,698
15952,1061
15953,4081
15954,3394
15955,13187
15956,5728
15957,6730
15958,2768
15959,1131
15960,5932
15961,1787
15962,911
15963,4113
15964,743
15965,4689
15966,2975
15967,2781
15968,1158
15969,4324
15970,9106
15971,5920
15972,1112
15973,645
15974,544
15975,4037
15976,917
15977,1046
15978,928
15979,2012
15980,723
15981,6838
15982,6135
15983,485
15984,469
15985,12681
15986,839
15987,798
15988,2206
15989,3735
15990,3359
15991,813
15992,1161
15993,10424
15994,1612
15995,1629
15996,573
15997,1768
15998,906
15999,1908
16000,1326
16001,1577
16002,1157
16003,605
16004,2905
16005,1007
16006,2862
16007,5080
16008,1813
16009,2657
16010,1351
16011,1819
16012,554
16013,3116
16014,3479
16015,5088
16016,477
16017,988
16018,2232
16019,2558
16020,918
16021,556
16022,4984
16023,1996
16024,1389
16025,7787
16026,752
16027,2161
16028,5943
16029,2180
16030,3239
16031,4795
16032,2145
16033,929
16034,4183
16035,1107
16036,530
16037,718
16038,537
16039,11420
16040,755
16041,669
16042,648
16043,828
16044,3891
16045,961
16046,1076
16047,907
16048,1132
16049,2260
16050,1428
16051,2185
16052,17256
16053,1787
16054,408
16055,3603
16056,3580
16057,1020
16058,2389
16059,6200
16060,4346
16061,1367
16062,7550
16063,505
16064,7076
16065,16742
16066,3005
16067,6470
16068,552
16069,11589
16070,4751
16071,13233
16072,8706
16073,11487
16074,1200
16075,1076
16076,683
16077,2039
16078,1377
16079,3712
16080,14692
16081,726
16082,684
16083,18429
16084,1838
16085,2939
16086,1801
16087,3673
16088,1369
16089,8698
16090,2161
16091,4939
16092,468
16093,4399
16094,1376
16095,10567
16096,4241
16097,5364
16098,1682
16099,2512
16100,559
16101,13513
16102,3163
16103,2797
16104,1592
16105,734
16106,1607
16107,441
16108,2659
16109,933
16110,11303
16111,5543
16112,2547
16113,3781
16114,4008
16115,3941
16116,11442
16117,5096
16118,2135
16119,5416
16120,450
16121,2697
16122,497
16123,3455
16124,6442
16125,9005
16126,645
16127,5328
16128,3274
16129,2575
16130,2752
16131,882
16132,811
16133,15247
16134,7965
16135,4946
16136,1094
16137,2176
16138,1821
16139,1067
16140,13250
16141,766
16142,477
16143,4588
16144,1715
16145,982
16146,414
16147,5889
16148,413
16149,1615
16150,818
16151,1084
16152,952
16153,1381
16154,2479
16155,564
16156,6071
16157,855
16158,2054
16159,5675
16160,1406
16161,1263
16162,1609
16163,7550
16164,834
16165,429
16166,1248
16167,4362
16168,625
16169,1002
16170,1295
16171,3874
16172,1583
16173,1651
16174,1314
16175,381
16176,4284
16177,11948
16178,1653
16179,1169
16180,1164
16181,2491
16182,709
16183,878
16184,2683
16185,4492
16186,3204
16187,8449
16188,13744
16189,9069
16190,7722
16191,2326
16192,2512
16193,1186
16194,10346
16195,420
16196,1100
16197,4427
16198,2106
16199,1668
16200,17160
16201,5483
16202,3461
16203,1286
16204,3054
16205,7239
16206,3669
16207,12494
16208,746
16209,475
16210,576
16211,1113
16212,576
16213,1295
16214,698
16215,1232
16216,605
16217,768
16218,2485
16219,4943
16220,761
16221,2623
16222,6987
16223,5842
16224,854
16225,597
16226,5277
16227,1046
16228,15464
16229,3382
16230,1194
16231,518
16232,4299
16233,14545
16234,2313
16235,13286
16236,5544
16237,681
16238,16465
16239,1966
16240,746
16241,975
16242,4468
16243,829
16244,327
16245,2293
16246,801
16247,867
16248,2811
16249,1758
16250,10129
16251,1662
16252,7463
16253,3844
16254,15729
16255,1656
16256,1039
16257,2583
16258,648
16259,984
16260,1013
16261,9384
16262,911
16263,2560
16264,2956
16265,10887
16266,7084
16267,5255
16268,2353
16269,2032
16270,4199
16271,6202
16272,1333
16273,8224
16274,1781
16275,1415
16276,2161
16277,743
16278,844
16279,2534
16280,1913
16281,612
16282,17753
16283,2155
16284,4051
16285,2373
16286,2723
16287,1849
16288,1419
16289,1046
16290,5914
16291,608
16292,596
16293,2265
16294,2525
16295,12038
16296,7392
16297,2175
16298,715
16299,621
16300,625
16301,1008
16302,729
16303,688
16304,12030
16305,663
16306,11957
16307,2751
16308,4501
16309,4435
16310,16357
16311,1725
16312,4004
16313,11452
16314,4452
16315,9467
16316,3720
16317,491
16318,9833
16319,9471
16320,3045
16321,942
16322,3246
16323,3593
16324,4497
16325,5424
16326,3599
16327,2685
16328,1723
16329,709
16330,802
16331,2054
16332,5726
16333,10640
16334,7287
16335,984
16336,5312
16337,363
16338,1613
16339,9791
16340,2337
16341,1816
16342,2206
16343,526
16344,1748
16345,10078
16346,1741
16347,581
16348,6632
16349,9257
16350,8566
16351,14813
16352,5090
16353,3099
16354,1026
16355,3878
16356,2895
16357,4719
16358,687
16359,2475
16360,17379
16361,4165
16362,5124
16363,9557
16364,1007
16365,1804
16366,2930
16367,3847
16368,10064
16369,1859
16370,900
16371,1775
16372,1115
16373,1739
16374,2585
16375,8711
16376,868
16377,2339
16378,1076
16379,561
16380,1123
16381,1087
16382,6559
16383,942
16384,3280
16385,3644
16386,1987
16387,2300
16388,5068
16389,765
16390,2282
16391,18777
16392,2386
16393,673
16394,3299
16395,1781
16396,526
16397,1103
16398,683
16399,2800
16400,720
16401,1572
16402,3880
16403,4958
16404,9465
16405,1076
16406,1046
16407,8818
16408,1624
16409,432
16410,1789
16411,3054
16412,526
16413,2706
16414,798
16415,1076
16416,4213
16417,4221
16418,3354
16419,3863
16420,391
16421,15351
16422,17841
16423,1317
16424,744
16425,9310
16426,2438
16427,13326
16428,1986
16429,1015
16430,11103
16431,1170
16432,730
16433,554
16434,5846
16435,984
16436,556
16437,17673
16438,658
16439,4297
16440,490
16441,2356
16442,739
16443,1007
16444,3180
16445,3447
16446,3057
16447,16783
16448,2492
16449,544
16450,626
16451,2245
16452,4726
16453,4284
16454,1947
16455,357
16456,3925
16457,1113
16458,3759
16459,2339
16460,2945
16461,2563
16462,547
16463,3505
16464,3528
16465,10485
16466,596
16467,7365
16468,6169
16469,837
16470,911
16471,9139
16472,5942
16473,1399
16474,4171
16475,5723
16476,864
16477,4656
16478,13500
16479,7432
16480,1176
16481,497
16482,734
16483,5271
16484,9804
16485,1436
16486,2251
16487,1896
16488,816
16489,925
16490,1712
16491,11607
16492,10691
16493,895
16494,1240
16495,945
16496,3511
16497,3713
16498,17892
16499,928
16500,4864
16501,622
16502,13864
16503,1253
16504,2117
16505,2573
16506,7934
16507,1842
16508,1013
16509,1726
16510,542
16511,2033
16512,827
16513,733
16514,4374
16515,15122
16516,3427
16517,1148
16518,5248
16519,3991
16520,16397
16521,10654
16522,1746
16523,5517
16524,3008
16525,1359
16526,4566
16527,6458
16528,680
16529,828
16530,1049
16531,1637
16532,12349
16533,6315
16534,7375
16535,7750
16536,810
16537,5773
16538,1685
16539,10738
16540,6038
16541,3352
16542,628
16543,4811
16544,1294
16545,596
16546,1174
16547,956
16548,3365
16549,576
16550,11709
16551,667
16552,471
16553,2826
16554,7550
16555,11189
16556,734
16557,829
16558,2198
16559,10874
16560,2475
16561,650
16562,8400
16563,1721
16564,1433
16565,614
16566,7607
16567,485
16568,6044
16569,8133
16570,5805
16571,800
16572,2923
16573,2765
16574,5407
16575,10693
16576,9513
16577,1790
16578,12747
16579,1057
16580,940
16581,1375
16582,10551
16583,8090
16584,5047
16585,1310
16586,590
16587,2841
16588,768
16589,844
16590,2919
16591,2365
16592,2784
16593,756
16594,880
16595,1429
16596,7943
16597,4866
16598,2222
16599,867
16600,988
16601,9562
16602,3053
16603,5888
16604,2817
16605,2909
16606,2400
16607,11166
16608,10996
16609,7465
16610,3864
16611,2140
16612,5217
16613,2793
16614,11534
16615,513
16616,3125
16617,985
16618,730
16619,3770
16620,5863
16621,1745
16622,685
16623,14574
16624,653
16625,3145
16626,4166
16627,1835
16628,8545
16629,435
16630,3257
16631,734
16632,449
16633,1614
16634,3096
16635,3404
16636,918
16637,1244
16638,5644
16639,10295
16640,882
16641,11869
16642,1120
16643,812
16644,3980
16645,10291
16646,4255
