,carat,cut,color,clarity,depth,table,x,y,z,city,price
3407,1.1,Ideal,F,I1,61.8,56.0,6.65,6.61,4.1,Kimberly,3745
3408,0.41,Very Good,E,SI2,62.8,58.0,4.69,4.73,2.96,Kimberly,638
3409,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,Kimberly,12787
3410,0.7,Good,D,VS2,63.2,60.0,5.56,5.61,3.53,Kimberly,3087
3411,0.32,Ideal,E,VS2,62.1,55.0,4.4,4.36,2.72,Kimberly,900
3412,0.74,Premium,I,SI2,60.6,60.0,5.89,5.8,3.54,Kimberly,1803
3413,2.25,Very Good,J,SI2,58.4,63.0,8.6,8.65,5.04,Kimberly,13597
3414,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,Kimberly,8431
3415,0.3,Premium,E,SI1,61.7,56.0,4.29,4.27,2.64,Kimberly,675
3416,1.01,Very Good,F,VS2,62.3,59.0,6.37,6.44,3.99,Kimberly,6073
3417,1.24,Ideal,H,VS2,60.1,59.0,6.99,7.03,4.21,Kimberly,7701
3418,0.32,Good,F,VS2,63.6,57.0,4.34,4.37,2.77,Kimberly,645
3419,0.26,Ideal,E,VS1,62.3,57.0,4.05,4.08,2.53,Kimberly,556
3420,0.32,Ideal,E,VS2,61.6,55.0,4.42,4.41,2.72,Kimberly,900
3421,1.01,Very Good,F,VVS2,61.9,56.0,6.42,6.48,3.99,Kimberly,8525
3422,0.61,Ideal,F,VVS2,61.5,56.0,5.44,5.49,3.36,Kimberly,2660
3423,0.9,Good,G,SI1,63.7,58.0,6.09,6.12,3.89,Kimberly,3734
3424,0.29,Very Good,G,VS2,61.7,56.0,4.27,4.3,2.64,Kimberly,471
3425,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,Kimberly,3699
3426,0.71,Premium,G,SI2,60.8,60.0,5.74,5.78,3.5,Kimberly,2039
3427,1.25,Very Good,H,SI1,62.4,55.0,6.85,6.89,4.29,Kimberly,6113
3428,0.3,Ideal,F,IF,61.4,57.0,4.34,4.36,2.67,Kimberly,886
3429,0.38,Ideal,E,SI1,61.4,57.0,4.64,4.67,2.86,Kimberly,653
3430,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,Kimberly,2879
3431,2.51,Very Good,I,SI2,62.3,57.0,8.69,8.76,5.44,Kimberly,18090
3432,1.0,Very Good,H,VS2,63.3,62.0,6.37,6.29,4.01,Kimberly,4652
3433,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,Kimberly,3586
3434,0.75,Fair,J,VS2,59.1,66.0,5.99,5.82,3.49,Kimberly,1944
3435,0.37,Premium,E,VS2,61.5,58.0,4.66,4.61,2.85,Kimberly,1041
3436,0.52,Ideal,E,VS2,61.5,56.0,5.14,5.17,3.17,Kimberly,1644
3437,2.18,Very Good,G,SI2,63.1,58.0,8.29,8.23,5.21,Kimberly,16878
3438,0.32,Ideal,E,VVS1,61.6,56.0,4.42,4.41,2.72,Kimberly,1020
3439,0.7,Premium,D,SI2,60.6,58.0,5.75,5.7,3.47,Kimberly,2596
3440,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,Kimberly,702
3441,1.5,Fair,H,SI1,66.1,57.0,7.06,6.98,4.64,Kimberly,7832
3442,1.65,Ideal,I,SI1,61.7,55.0,7.6,7.63,4.7,Kimberly,10365
3443,0.34,Ideal,G,VVS2,62.0,56.0,4.46,4.48,2.77,Kimberly,735
3444,1.35,Ideal,H,VS2,61.6,55.0,7.08,7.02,4.34,Kimberly,6502
3445,1.5,Very Good,F,SI2,62.9,55.0,7.26,7.28,4.57,Kimberly,9817
3446,0.38,Ideal,J,VS2,61.4,57.0,4.65,4.68,2.87,Kimberly,617
3447,0.42,Premium,H,VS1,61.6,58.0,4.82,4.79,2.96,Kimberly,1087
3448,1.16,Ideal,G,VS2,61.7,57.0,6.72,6.8,4.17,Kimberly,7113
3449,1.06,Very Good,I,SI1,62.8,56.0,6.47,6.52,4.08,Kimberly,4255
3450,0.75,Fair,F,VS1,55.8,70.0,6.09,5.98,3.37,Kimberly,2859
3451,0.58,Ideal,F,SI1,62.3,54.0,5.36,5.39,3.35,Kimberly,1401
3452,0.75,Good,E,VS2,62.6,58.0,5.73,5.78,3.6,Kimberly,3084
3453,1.05,Premium,H,SI1,61.9,58.0,6.45,6.5,4.01,Kimberly,4608
3454,1.01,Very Good,E,SI2,63.2,59.0,6.38,6.34,4.02,Kimberly,4561
3455,1.52,Ideal,E,SI2,60.1,57.0,7.53,7.49,4.51,Kimberly,9576
3456,0.7,Very Good,I,VS2,63.0,60.0,5.59,5.62,3.53,Kimberly,1867
3457,0.9,Premium,F,SI1,61.2,59.0,6.19,6.16,3.78,Kimberly,4158
3458,0.34,Ideal,E,VS1,61.2,57.0,4.45,4.51,2.74,Kimberly,805
3459,0.4,Good,D,VVS2,60.2,63.0,4.74,4.8,2.87,Kimberly,1135
3460,1.51,Premium,F,VS2,60.4,59.0,7.41,7.33,4.45,Kimberly,14247
3461,1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,Kimberly,8850
3462,0.35,Ideal,D,VVS2,61.0,57.0,4.54,4.58,2.78,Kimberly,910
3463,0.32,Ideal,E,VS2,62.0,55.0,4.41,4.39,2.73,Kimberly,900
3464,0.62,Fair,D,SI2,64.6,57.0,5.39,5.33,3.46,Kimberly,1410
3465,0.38,Premium,F,VS2,60.5,59.0,4.72,4.67,2.84,Kimberly,1026
3466,0.53,Very Good,D,SI2,60.2,56.0,5.23,5.26,3.16,Kimberly,1307
3467,0.54,Ideal,G,VVS1,61.7,56.0,5.24,5.26,3.24,Kimberly,2041
3468,0.62,Ideal,F,SI2,62.0,58.0,5.44,5.49,3.39,Kimberly,1446
3469,0.75,Very Good,G,VS2,63.3,58.0,5.78,5.75,3.65,Kimberly,2467
3470,0.98,Fair,H,SI2,67.9,60.0,6.05,5.97,4.08,Kimberly,2777
3471,0.33,Ideal,G,VVS2,61.3,56.0,4.46,4.48,2.74,Kimberly,730
3472,1.04,Ideal,G,SI2,62.4,54.0,6.49,6.53,4.06,Kimberly,5044
3473,0.38,Ideal,J,VS1,62.0,53.0,4.66,4.7,2.9,Kimberly,645
3474,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,Kimberly,7619
3475,1.14,Premium,G,SI2,62.8,58.0,6.68,6.64,4.18,Kimberly,4233
3476,1.26,Ideal,G,VVS2,60.7,56.0,7.03,7.05,4.27,Kimberly,10367
3477,0.56,Ideal,G,VS1,62.0,56.0,5.28,5.3,3.28,Kimberly,1822
3478,0.52,Very Good,F,VS2,60.4,56.0,5.27,5.29,3.19,Kimberly,1581
3479,0.32,Premium,E,VVS2,59.9,58.0,4.45,4.5,2.68,Kimberly,842
3480,0.35,Ideal,D,SI1,61.6,57.0,4.55,4.54,2.8,Kimberly,827
3481,0.31,Ideal,D,VS2,61.9,56.0,4.34,4.38,2.7,Kimberly,734
3482,2.0,Good,H,VS2,57.3,59.0,8.27,8.24,4.73,Kimberly,14042
3483,1.01,Fair,D,SI1,65.9,60.0,6.32,6.18,4.12,Kimberly,4276
3484,0.31,Premium,G,IF,61.0,59.0,4.36,4.33,2.65,Kimberly,988
3485,0.23,Good,E,VVS2,63.3,56.0,3.88,3.92,2.47,Kimberly,530
3486,0.47,Ideal,D,VVS1,62.1,55.0,4.98,5.01,3.1,Kimberly,2460
3487,0.51,Ideal,E,VS2,62.2,57.0,5.08,5.11,3.17,Kimberly,1656
3488,0.54,Ideal,F,VVS2,61.0,54.0,5.28,5.3,3.23,Kimberly,2231
3489,0.39,Ideal,E,VS1,60.2,56.0,4.78,4.79,2.88,Kimberly,876
3490,0.51,Very Good,E,SI1,63.1,56.0,5.07,5.1,3.21,Kimberly,1305
3491,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,Kimberly,3534
3492,1.01,Good,F,SI2,63.2,59.0,6.35,6.38,4.02,Kimberly,4416
3493,1.0,Very Good,I,SI2,62.4,63.0,6.35,6.44,3.99,Kimberly,3217
3494,1.21,Premium,H,VS1,62.3,58.0,6.84,6.77,4.24,Kimberly,7223
3495,1.01,Very Good,H,SI1,62.8,58.0,6.36,6.38,4.0,Kimberly,4559
3496,0.77,Premium,F,SI2,62.2,58.0,5.9,5.85,3.66,Kimberly,2282
3497,2.01,Very Good,H,SI2,62.2,63.0,8.01,7.93,4.96,Kimberly,12423
3498,0.79,Ideal,G,SI1,61.8,56.0,5.93,5.91,3.66,Kimberly,2831
3499,1.02,Very Good,H,VS2,62.4,57.0,6.43,6.35,3.99,Kimberly,5383
3500,0.51,Ideal,G,VS2,62.9,54.0,5.12,5.08,3.21,Kimberly,1546
3501,0.3,Good,D,SI1,63.8,57.0,4.27,4.29,2.73,Kimberly,552
3502,1.02,Very Good,I,SI2,63.2,60.0,6.37,6.41,4.04,Kimberly,4155
3503,0.31,Premium,G,VVS1,60.7,58.0,4.4,4.37,2.66,Kimberly,1046
3504,1.22,Very Good,E,VS2,60.8,59.0,6.87,6.91,4.19,Kimberly,9475
3505,0.59,Premium,I,SI1,62.8,59.0,5.36,5.34,3.36,Kimberly,1217
3506,0.62,Ideal,E,VVS2,62.0,56.0,5.48,5.52,3.41,Kimberly,2904
3507,1.31,Very Good,G,SI2,62.2,58.0,7.05,6.98,4.36,Kimberly,7107
3508,1.02,Ideal,D,IF,63.0,57.0,6.39,6.35,4.01,Kimberly,15575
3509,0.52,Premium,D,VS2,61.2,58.0,5.16,5.2,3.17,Kimberly,1822
3510,2.53,Fair,H,SI2,64.6,59.0,8.54,8.45,5.4,Kimberly,17103
3511,0.51,Ideal,J,VS2,62.5,57.0,5.04,5.08,3.16,Kimberly,1080
3512,0.55,Ideal,E,VS1,61.1,55.0,5.3,5.33,3.25,Kimberly,1975
3513,1.01,Very Good,D,VS2,63.3,58.0,6.35,6.38,4.03,Kimberly,6794
3514,0.31,Premium,E,VS2,61.0,59.0,4.39,4.33,2.66,Kimberly,872
3515,0.5,Ideal,H,SI1,61.8,56.0,5.1,5.12,3.16,Kimberly,1035
3516,0.3,Premium,E,IF,61.9,61.0,4.32,4.27,2.66,Kimberly,984
3517,0.31,Very Good,G,VVS1,62.1,59.0,4.32,4.35,2.69,Kimberly,816
3518,0.62,Premium,J,VS2,61.2,59.0,5.52,5.42,3.35,Kimberly,1253
3519,0.33,Premium,F,SI2,63.0,58.0,4.42,4.4,2.78,Kimberly,557
3520,0.71,Premium,F,SI1,63.0,59.0,5.69,5.62,3.56,Kimberly,2381
3521,0.29,Ideal,G,SI1,62.1,54.0,4.25,4.29,2.65,Kimberly,420
3522,1.61,Ideal,J,VS2,61.6,56.0,7.52,7.54,4.64,Kimberly,9141
3523,1.0,Premium,F,SI2,61.5,60.0,6.35,6.33,3.9,Kimberly,4340
3524,1.14,Ideal,G,SI2,62.3,56.0,6.66,6.69,4.16,Kimberly,6346
3525,1.02,Premium,H,VS2,61.7,58.0,6.45,6.41,3.97,Kimberly,5426
3526,0.7,Very Good,H,SI1,62.8,57.0,5.61,5.66,3.54,Kimberly,2214
3527,0.42,Ideal,G,VS2,62.2,54.0,4.82,4.8,2.99,Kimberly,1087
3528,0.91,Very Good,D,VS2,59.6,58.0,6.32,6.34,3.77,Kimberly,5825
3529,0.32,Ideal,I,VS1,62.1,57.0,4.42,4.37,2.73,Kimberly,605
3530,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,Kimberly,2034
3531,0.26,Ideal,E,VVS1,62.5,56.0,4.09,4.12,2.56,Kimberly,657
3532,1.31,Premium,I,VS2,60.0,58.0,7.15,7.11,4.28,Kimberly,6921
3533,1.35,Ideal,J,VS2,61.8,54.0,7.1,7.14,4.4,Kimberly,6754
3534,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,Kimberly,3228
3535,0.33,Ideal,G,IF,61.6,53.0,4.43,4.47,2.74,Kimberly,984
3536,1.17,Very Good,E,SI2,62.5,59.0,6.65,6.7,4.17,Kimberly,5163
3537,0.34,Ideal,G,VVS2,62.1,55.0,4.48,4.44,2.77,Kimberly,995
3538,0.4,Ideal,E,VVS2,62.5,54.0,4.75,4.76,2.97,Kimberly,926
3539,0.91,Premium,E,SI2,60.0,60.0,6.28,6.23,3.75,Kimberly,3379
3540,0.24,Very Good,H,VVS1,62.3,56.0,3.99,4.02,2.49,Kimberly,449
3541,0.33,Very Good,G,SI1,61.2,56.0,4.44,4.46,2.72,Kimberly,521
3542,0.31,Ideal,E,VVS2,61.6,55.0,4.38,4.35,2.69,Kimberly,1046
3543,0.4,Premium,G,VVS2,62.7,59.0,4.69,4.72,2.95,Kimberly,982
3544,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,Kimberly,1180
3545,1.07,Premium,I,SI1,61.2,58.0,6.62,6.55,4.03,Kimberly,4126
3546,2.0,Very Good,I,SI2,59.5,61.0,8.16,8.18,4.86,Kimberly,13892
3547,0.52,Very Good,E,VS2,63.4,57.0,5.16,5.12,3.26,Kimberly,1694
3548,0.36,Very Good,H,IF,60.8,57.0,4.58,4.6,2.79,Kimberly,865
3549,0.93,Premium,F,I1,61.3,59.0,6.27,6.22,3.83,Kimberly,2396
3550,0.3,Premium,D,VS2,62.9,61.0,4.29,4.27,2.69,Kimberly,911
3551,0.53,Premium,E,SI2,62.2,57.0,5.2,5.16,3.22,Kimberly,984
3552,0.31,Ideal,G,SI1,62.2,55.0,4.36,4.35,2.71,Kimberly,593
3553,1.07,Ideal,E,SI2,62.2,55.0,6.54,6.58,4.08,Kimberly,5325
3554,0.37,Premium,F,SI1,60.3,58.0,4.66,4.62,2.8,Kimberly,791
3555,0.31,Premium,G,SI1,62.1,58.0,4.33,4.36,2.7,Kimberly,462
3556,2.05,Ideal,J,SI2,61.6,55.0,8.18,8.11,5.02,Kimberly,12654
3557,1.02,Very Good,G,SI1,62.9,56.0,6.36,6.4,4.01,Kimberly,4704
3558,1.0,Premium,F,SI2,62.8,57.0,6.44,6.37,4.02,Kimberly,4155
3559,1.11,Premium,H,SI1,61.9,58.0,6.63,6.59,4.09,Kimberly,4960
3560,0.34,Ideal,E,VS1,62.2,55.0,4.49,4.52,2.8,Kimberly,805
3561,0.5,Premium,G,VS1,59.7,60.0,5.14,5.11,3.06,Kimberly,1746
3562,1.32,Very Good,F,VS1,60.3,57.0,7.08,7.12,4.28,Kimberly,10575
3563,1.09,Ideal,H,SI1,61.4,56.0,6.61,6.64,4.07,Kimberly,6970
3564,0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,Kimberly,936
3565,0.32,Ideal,E,VVS1,61.6,56.0,4.37,4.43,2.71,Kimberly,827
3566,0.7,Good,G,VS2,63.8,55.0,5.66,5.59,3.59,Kimberly,2496
3567,0.36,Ideal,D,SI1,62.7,57.0,4.59,4.54,2.86,Kimberly,851
3568,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,Kimberly,16280
3569,0.53,Ideal,E,SI1,61.2,54.0,5.21,5.25,3.2,Kimberly,1303
3570,0.7,Ideal,H,VVS2,60.9,56.0,5.76,5.79,3.52,Kimberly,3325
3571,0.31,Ideal,E,SI2,61.7,56.0,4.4,4.35,2.7,Kimberly,558
3572,1.9,Ideal,H,VS2,61.7,55.0,7.9,7.81,4.85,Kimberly,12443
3573,0.38,Very Good,H,VS2,63.0,56.0,4.57,4.61,2.89,Kimberly,700
3574,0.32,Ideal,H,VVS1,61.6,55.0,4.43,4.4,2.72,Kimberly,936
3575,0.7,Ideal,F,VS1,61.2,54.0,5.92,5.64,3.54,Kimberly,2940
3576,0.78,Ideal,J,VS1,61.9,57.0,5.88,5.91,3.65,Kimberly,2365
3577,0.91,Good,E,SI2,63.9,61.0,6.03,6.09,3.87,Kimberly,3538
3578,1.51,Premium,E,VS1,62.7,58.0,7.25,7.33,4.57,Kimberly,16518
3579,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,Kimberly,3314
3580,0.31,Good,H,VVS2,63.4,56.0,4.29,4.32,2.73,Kimberly,625
3581,0.3,Very Good,D,SI1,58.8,63.0,4.35,4.32,2.55,Kimberly,614
3582,0.3,Ideal,E,SI1,61.3,56.0,4.34,4.37,2.67,Kimberly,640
3583,1.5,Good,I,VS1,57.2,62.0,7.64,7.61,4.36,Kimberly,9702
3584,0.45,Premium,G,VVS2,61.4,61.0,4.95,4.89,3.02,Kimberly,1181
3585,1.19,Very Good,J,SI1,60.0,57.0,6.93,6.89,4.15,Kimberly,5390
3586,0.43,Ideal,G,VVS1,61.4,57.0,4.85,4.89,2.99,Kimberly,1037
3587,0.31,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,Kimberly,802
3588,0.42,Premium,H,SI1,60.9,58.0,4.84,4.85,2.95,Kimberly,700
3589,0.71,Very Good,E,SI1,62.0,59.0,5.69,5.76,3.55,Kimberly,2573
3590,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,Kimberly,7018
3591,0.47,Premium,E,SI2,58.7,60.0,5.13,5.09,3.0,Kimberly,1072
3592,2.01,Premium,F,SI2,61.3,61.0,8.02,7.96,4.9,Kimberly,17746
3593,2.14,Premium,H,VS2,61.7,58.0,8.28,8.22,5.09,Kimberly,16390
3594,1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,Kimberly,4692
3595,0.43,Premium,F,VS1,62.2,61.0,4.83,4.75,2.98,Kimberly,1129
3596,0.52,Premium,I,VVS1,63.0,58.0,5.12,5.1,3.22,Kimberly,1619
3597,1.01,Ideal,E,VS2,60.5,60.0,6.46,6.47,3.91,Kimberly,6806
3598,0.33,Premium,E,VVS2,60.3,58.0,4.47,4.49,2.7,Kimberly,868
3599,1.01,Good,D,SI1,58.3,59.0,6.59,6.61,3.85,Kimberly,5747
3600,1.05,Good,E,VS1,63.1,59.0,6.45,6.49,4.08,Kimberly,7826
3601,1.24,Premium,F,SI1,61.6,59.0,6.86,6.9,4.24,Kimberly,6874
3602,0.68,Very Good,F,VS1,59.7,57.0,5.79,5.76,3.45,Kimberly,2922
3603,0.9,Premium,J,SI1,60.9,61.0,6.26,6.22,3.8,Kimberly,2873
3604,1.57,Premium,G,VS1,59.9,56.0,7.6,7.55,4.54,Kimberly,14180
3605,1.24,Premium,E,I1,61.1,62.0,6.91,6.86,4.21,Kimberly,3528
3606,0.32,Very Good,G,VS1,61.9,56.0,4.41,4.45,2.74,Kimberly,660
3607,0.75,Premium,D,SI2,61.3,59.0,5.88,5.83,3.59,Kimberly,1858
3608,1.21,Very Good,I,SI2,63.4,62.0,6.84,6.69,4.31,Kimberly,3964
3609,2.11,Very Good,D,SI2,60.9,60.0,8.21,8.28,5.02,Kimberly,18407
3610,0.91,Fair,D,I1,66.2,57.0,6.0,5.94,3.95,Kimberly,2491
3611,1.4,Ideal,H,VS2,63.0,56.0,7.13,7.07,4.47,Kimberly,8977
3612,1.0,Ideal,D,SI1,59.9,56.0,6.51,6.54,3.91,Kimberly,5929
3613,1.2,Ideal,J,SI2,59.1,62.0,6.97,6.94,4.11,Kimberly,4509
3614,1.01,Premium,D,SI2,59.3,59.0,6.57,6.54,3.89,Kimberly,5206
3615,1.01,Ideal,F,VS1,62.1,54.0,6.42,6.44,3.99,Kimberly,8133
3616,1.34,Premium,G,SI2,61.7,58.0,7.1,7.04,4.36,Kimberly,6583
3617,1.51,Premium,E,VS2,60.1,58.0,7.57,7.51,4.53,Kimberly,15025
3618,1.01,Very Good,I,SI1,63.1,58.0,6.38,6.33,4.01,Kimberly,3563
3619,1.14,Premium,G,SI1,62.2,58.0,6.64,6.7,4.15,Kimberly,5326
3620,0.53,Ideal,G,VVS1,61.8,56.0,5.19,5.24,3.22,Kimberly,1956
3621,0.41,Premium,F,VVS2,61.6,59.0,4.73,4.79,2.93,Kimberly,951
3622,0.56,Ideal,D,VS1,62.6,59.0,5.24,5.31,3.3,Kimberly,2170
3623,1.34,Ideal,J,VS1,62.0,57.0,7.12,7.04,4.39,Kimberly,6010
3624,1.21,Premium,J,VS1,59.5,60.0,6.99,6.9,4.13,Kimberly,5556
3625,0.38,Premium,G,IF,62.5,60.0,4.61,4.64,2.89,Kimberly,1148
3626,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,Kimberly,8228
3627,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,Kimberly,813
3628,0.52,Ideal,F,VVS1,61.2,56.0,5.19,5.21,3.18,Kimberly,2841
3629,0.7,Fair,E,SI2,58.7,68.0,5.77,5.72,3.37,Kimberly,1723
3630,1.2,Premium,F,I1,62.9,58.0,6.86,6.79,4.29,Kimberly,2360
3631,1.23,Ideal,D,VS2,62.3,57.0,6.86,6.82,4.26,Kimberly,9836
3632,1.15,Ideal,G,SI1,61.7,56.0,6.72,6.76,4.16,Kimberly,5224
3633,0.25,Premium,E,VVS2,61.5,59.0,4.02,4.04,2.48,Kimberly,576
3634,0.56,Ideal,G,VVS2,62.1,56.0,5.31,5.29,3.29,Kimberly,2357
3635,1.54,Premium,I,SI2,59.4,61.0,7.56,7.49,4.47,Kimberly,7727
3636,0.52,Ideal,H,VVS1,61.7,53.0,5.19,5.25,3.22,Kimberly,1893
3637,0.32,Premium,J,SI1,63.0,58.0,4.35,4.32,2.73,Kimberly,480
3638,0.9,Premium,F,SI1,60.4,59.0,6.29,6.32,3.81,Kimberly,4062
3639,0.43,Very Good,D,VS2,59.1,58.0,4.92,4.96,2.92,Kimberly,931
3640,0.38,Ideal,G,VVS1,61.6,57.0,4.65,4.73,2.89,Kimberly,1067
3641,0.38,Ideal,E,SI1,61.0,56.0,4.68,4.69,2.86,Kimberly,694
3642,0.72,Ideal,I,VVS2,61.7,55.0,5.71,5.76,3.54,Kimberly,2530
3643,0.7,Very Good,G,SI2,60.7,58.0,5.74,5.8,3.5,Kimberly,2141
3644,0.53,Ideal,F,SI2,61.7,56.0,5.23,5.24,3.23,Kimberly,1142
3645,1.08,Ideal,H,SI2,59.3,57.0,6.71,6.74,3.99,Kimberly,4455
3646,0.31,Ideal,E,VVS2,61.8,58.0,4.3,4.34,2.67,Kimberly,710
3647,1.22,Very Good,G,VVS2,59.3,58.0,6.97,6.99,4.14,Kimberly,9706
3648,1.01,Premium,H,SI1,59.2,58.0,6.58,6.56,3.89,Kimberly,3417
3649,1.51,Very Good,E,SI2,61.2,58.0,7.3,7.35,4.48,Kimberly,9140
3650,0.38,Ideal,F,VVS2,61.0,57.0,4.69,4.72,2.87,Kimberly,1117
3651,1.0,Ideal,H,SI2,58.3,61.0,6.56,6.61,3.84,Kimberly,4390
3652,2.3,Premium,J,SI2,59.7,58.0,8.63,8.68,5.17,Kimberly,13560
3653,0.57,Very Good,G,I1,59.5,56.9,5.42,5.46,3.24,Kimberly,929
3654,0.34,Ideal,G,SI1,61.9,55.0,4.5,4.52,2.79,Kimberly,540
3655,0.59,Ideal,G,VS1,61.1,58.0,5.39,5.41,3.3,Kimberly,1916
3656,1.26,Ideal,G,VVS2,60.7,56.0,7.05,7.03,4.27,Kimberly,10556
3657,1.32,Ideal,I,VS1,61.2,57.0,7.12,7.06,4.34,Kimberly,7617
3658,1.03,Premium,E,VS1,61.4,58.0,6.52,6.58,4.02,Kimberly,7677
3659,1.14,Premium,D,SI1,58.9,59.0,6.84,6.78,4.01,Kimberly,6256
3660,0.7,Ideal,I,VS1,63.1,54.0,5.61,5.67,3.56,Kimberly,2142
3661,0.78,Ideal,E,SI1,60.4,57.0,5.95,6.0,3.61,Kimberly,3671
3662,0.71,Ideal,D,VS2,62.4,56.0,5.74,5.7,3.57,Kimberly,3372
3663,1.72,Premium,J,SI1,62.0,56.0,7.76,7.7,4.79,Kimberly,6857
3664,0.34,Good,H,VVS1,64.0,57.0,4.43,4.38,2.82,Kimberly,893
3665,2.0,Very Good,E,SI2,63.1,53.0,7.99,8.11,5.08,Kimberly,16380
3666,0.38,Ideal,E,VS1,61.6,56.0,4.66,4.62,2.86,Kimberly,1069
3667,0.5,Ideal,D,VS2,62.6,56.0,5.05,5.08,3.17,Kimberly,1752
3668,1.3,Premium,G,SI2,61.8,57.0,7.02,6.94,4.32,Kimberly,5421
3669,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,Kimberly,2206
3670,2.02,Ideal,I,SI2,61.7,57.0,8.12,8.05,4.99,Kimberly,13229
3671,0.41,Premium,D,SI2,59.9,60.0,4.8,4.78,2.87,Kimberly,795
3672,1.0,Very Good,F,SI2,62.2,55.0,6.39,6.44,3.99,Kimberly,4383
3673,0.32,Ideal,H,VS1,61.9,55.0,4.42,4.4,2.73,Kimberly,720
3674,3.01,Good,I,SI2,63.9,60.0,9.06,9.01,5.77,Kimberly,18242
3675,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,Kimberly,476
3676,0.36,Ideal,G,VVS1,62.1,56.0,4.58,4.6,2.85,Kimberly,884
3677,1.51,Ideal,J,VS2,61.7,57.0,7.44,7.4,4.58,Kimberly,7847
3678,0.7,Ideal,D,VS1,62.9,57.0,5.67,5.61,3.55,Kimberly,3229
3679,1.4,Very Good,F,SI2,59.9,60.0,7.29,7.38,4.44,Kimberly,7345
3680,0.51,Ideal,F,SI1,60.8,57.0,5.15,5.18,3.14,Kimberly,1633
3681,0.96,Ideal,F,VS1,61.2,56.0,6.38,6.34,3.89,Kimberly,5666
3682,0.41,Premium,G,VS1,62.5,59.0,4.73,4.77,2.97,Kimberly,899
3683,0.43,Ideal,G,IF,61.8,56.0,4.86,4.88,3.01,Kimberly,1433
3684,0.36,Ideal,D,SI1,62.0,54.0,4.58,4.61,2.85,Kimberly,626
3685,0.4,Ideal,D,VVS1,61.1,56.0,4.77,4.82,2.93,Kimberly,1665
3686,0.28,Good,G,VS2,61.8,61.0,4.2,4.21,2.6,Kimberly,394
3687,1.04,Ideal,H,SI2,61.1,56.0,6.66,6.6,4.05,Kimberly,4368
3688,0.34,Ideal,G,VVS1,61.7,56.0,4.5,4.55,2.79,Kimberly,863
3689,1.02,Premium,H,SI2,62.6,58.0,6.44,6.4,4.02,Kimberly,4798
3690,0.6,Premium,D,SI1,60.4,60.0,5.44,5.48,3.3,Kimberly,1896
3691,0.58,Ideal,H,VS2,61.8,55.0,5.36,5.39,3.32,Kimberly,1876
3692,0.34,Ideal,F,VS2,62.6,54.0,4.46,4.48,2.8,Kimberly,686
3693,0.73,Ideal,I,VVS1,61.8,57.0,5.75,5.77,3.56,Kimberly,3239
3694,1.5,Very Good,G,VS1,63.4,59.0,7.25,7.19,4.58,Kimberly,12005
3695,1.51,Very Good,H,SI1,62.1,59.0,7.28,7.33,4.54,Kimberly,9694
3696,1.53,Ideal,G,VS2,61.6,57.0,7.4,7.3,4.53,Kimberly,13369
3697,0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,Kimberly,2289
3698,0.72,Very Good,G,VS1,63.8,58.0,5.64,5.68,3.61,Kimberly,2819
3699,0.4,Ideal,G,VVS2,62.3,54.0,4.75,4.78,2.97,Kimberly,931
3700,0.74,Ideal,E,SI1,61.6,54.0,5.82,5.9,3.61,Kimberly,2699
3701,0.9,Very Good,E,VS2,63.8,55.0,6.11,6.18,3.92,Kimberly,4598
3702,1.01,Ideal,F,SI2,62.1,55.0,6.42,6.47,4.0,Kimberly,4458
3703,1.01,Good,D,SI1,65.1,57.0,6.3,6.32,4.11,Kimberly,5544
3704,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,Kimberly,2757
3705,0.71,Premium,D,VS2,62.1,60.0,5.72,5.68,3.54,Kimberly,2950
3706,0.91,Premium,H,SI1,63.0,57.0,6.19,6.1,3.87,Kimberly,3033
3707,0.24,Very Good,F,VVS1,59.0,58.0,4.07,4.1,2.41,Kimberly,552
